,Resumen,texto_limpio,pred_baseline
662,"Currently, higher educational institutions integrate cognitive skills curriculum to prepare future graduates to provide the student with the process of adaptation in society, assimilation of new technologies and entry into the labor market. In Mexico, universities offer various types of education to traditional and mixed or remotely in order to develop the skills, knowledge and attitudes (competencies) in students through the use of technological advances. In this sense, teachers are challenged to create virtual learning spaces that allow efficiently transmit the message to students and meet the demands of society. For example, planning and organization of multimedia interactive products usable and accessible on the Internet allow college students develop the skills that require the XXI century society through various communication channels such as voice or text to suit styles theoretical learning, pragmatic, thoughtful and active. The objective of this paper is to describe the benefits of designing and implementing Web sites accessible and usable for higher level courses related to Information Technology (Programming Languages).",currently higher educational institutions integrate cognitive skills curriculum to prepare future graduates to provide the student with the process of adaptation in society assimilation of new technologies and entry into the labor market in mexico universities offer various types of education to traditional and mixed or remotely in order to develop the skills knowledge and attitudes competencies in students through the use of technological advances in this sense teachers are challenged to create virtual learning spaces that allow efficiently transmit the message to students and meet the demands of society for example planning and organization of multimedia interactive products usable and accessible on the internet allow college students develop the skills that require the xxi century society through various communication channels such as voice or text to suit styles theoretical learning pragmatic thoughtful and active the objective of this paper is to describe the benefits of designing and implementing web sites accessible and usable for higher level courses related to information technology programming languages,cs.AI
663,"Seedlings of selected tree species were grown in small benchtop rhizotrons filled with fine- and coarse-textured soils representing 2 different urban edaphic conditions in Mexico City. Bulk density was significantly higher and porosity was significantly lower in the coarse-textured soil. The maximum depth of root penetration visible behind the glass was significantly greater in the fine-textured soil for each of the 3 species after 5 months. Roots of Fraxinus uhdei penetrated deeper than roots of both Quercus crassipes and Q. crassifolia in both soils. Fraxinus uhdei root and shoot dry weight were significantly reduced in coarse-textured soil compared to the fine-textured soil, but both Quercus species were unaffected by soil type. In the fine-textured soil, F. uhdei root and shoot dry weight was significantly greater than both Quercus species, but not in the coarse-textured soil. At the end of the study, F. uhdei growing in fine-textured soil were taller than F. uhdei growing in coarse-textured soil and taller than both Quercus species in both soils, though the difference took 6 weeks longer to develop in the coarse-textured soil.",seedlings of selected tree species were grown in small benchtop rhizotrons filled with fine and coarsetextured soils representing different urban edaphic conditions in mexico city bulk density was significantly higher and porosity was significantly lower in the coarsetextured soil the maximum depth of root penetration visible behind the glass was significantly greater in the finetextured soil for each of the species after months roots of fraxinus uhdei penetrated deeper than roots of both quercus crassipes and q crassifolia in both soils fraxinus uhdei root and shoot dry weight were significantly reduced in coarsetextured soil compared to the finetextured soil but both quercus species were unaffected by soil type in the finetextured soil f uhdei root and shoot dry weight was significantly greater than both quercus species but not in the coarsetextured soil at the end of the study f uhdei growing in finetextured soil were taller than f uhdei growing in coarsetextured soil and taller than both quercus species in both soils though the difference took weeks longer to develop in the coarsetextured soil,cs.NA
664,"Ideal Mercier and ballooning modes for three-dimensional (3-D) equilibria of the Advanced Toroidal Facility (ATF) are studied in detail. These modes are found to introduce instability limits at modest beta values for pressure profiles for which previous results, based on a two-dimensional (2-D) equilibrium approximation, predicted the existence of a second stability region. This absence of second stability is in agreement with an analysis by Cooper et al. who used a simplified model for the ATF plasma boundary. The increased instability is found to result from the 3-D feature of the Pfirsch-Schlueter current. Furthermore, a strong quadrupole field is found to decrease the beta limit of these modes, contrary to the results obtained using the 2-D equilibria. Although direct comparison with measured beta values is not possible owing to the absence of profile data for ATF plasmas, pressure profiles used previously to model ATF data as well as in the 2-D analysis are used to obtain the results. The details of the pressure profiles and the plasma configurations strongly influence the stability limits on average beta which remains below 3%.",ideal mercier and ballooning modes for threedimensional d equilibria of the advanced toroidal facility atf are studied in detail these modes are found to introduce instability limits at modest beta values for pressure profiles for which previous results based on a twodimensional d equilibrium approximation predicted the existence of a second stability region this absence of second stability is in agreement with an analysis by cooper et al who used a simplified model for the atf plasma boundary the increased instability is found to result from the d feature of the pfirschschlueter current furthermore a strong quadrupole field is found to decrease the beta limit of these modes contrary to the results obtained using the d equilibria although direct comparison with measured beta values is not possible owing to the absence of profile data for atf plasmas pressure profiles used previously to model atf data as well as in the d analysis are used to obtain the results the details of the pressure profiles and the plasma configurations strongly influence the stability limits on average beta which remains below,cs.NA
665,"We collected information using the Electroencephalograph (EEG) EmotivEpoc, and the software complement of the Eye Tracking system SMI RED250mobile. As a first step, it was stored in text files, the readings of each EEG sensor during the time the presentation of 5 violent images and 5 non-violent images were observed. The database was collected with 50 volunteers, consisting of 25 men and 25 women. The database was later loaded into R, for the execution of the algorithms of data mining, K-means, K-medoids, Hierarchical Clustering, Naive Bayes, Support Vector Machines, Adaboost and Decision trees. In the clustering methods, a random clustering was presented and with little information, with the Naive Bayes, SVM and Adaboost models, a classification with a high percentage of error was obtained using the Decision Trees method, we obtained one of the worst results, with the highest error rates in the classification performed with the test data of selected method. Based on the results obtained, no significant difference was found in the individual's gender, which affected his reaction when viewing images with violent and non-violent content.",we collected information using the electroencephalograph eeg emotivepoc and the software complement of the eye tracking system smi redmobile as a first step it was stored in text files the readings of each eeg sensor during the time the presentation of violent images and nonviolent images were observed the database was collected with volunteers consisting of men and women the database was later loaded into r for the execution of the algorithms of data mining kmeans kmedoids hierarchical clustering naive bayes support vector machines adaboost and decision trees in the clustering methods a random clustering was presented and with little information with the naive bayes svm and adaboost models a classification with a high percentage of error was obtained using the decision trees method we obtained one of the worst results with the highest error rates in the classification performed with the test data of selected method based on the results obtained no significant difference was found in the individuals gender which affected his reaction when viewing images with violent and nonviolent content,cs.LG
666,"One of the main concerns in institutions of higher education is the time their students need to finish their studies. Students tend to invest more time than the established in approving a particular course or a group of them. This problem is more evident when there exists a sequence of related courses that are related through a prerequisite schema, because it is not clear whether the knowledge acquired in a previous course is appropriate for the next one. This work considers this problem and presents the use of Educational data mining for determining if there is an influence of some academic performance aspects in previous courses over the tries needed for approving a later one in a sequence of mathematics subjects. The performance of different measures for the predictive generated models using decision trees was not very high, and results shown that considering only the immediate previous course before the analyzed had little better results than considering all the ones in the sequence. Analyzing all the course sequence, many of the courses had as essential variables the performance not in the immediate, but two or three previous ones.",one of the main concerns in institutions of higher education is the time their students need to finish their studies students tend to invest more time than the established in approving a particular course or a group of them this problem is more evident when there exists a sequence of related courses that are related through a prerequisite schema because it is not clear whether the knowledge acquired in a previous course is appropriate for the next one this work considers this problem and presents the use of educational data mining for determining if there is an influence of some academic performance aspects in previous courses over the tries needed for approving a later one in a sequence of mathematics subjects the performance of different measures for the predictive generated models using decision trees was not very high and results shown that considering only the immediate previous course before the analyzed had little better results than considering all the ones in the sequence analyzing all the course sequence many of the courses had as essential variables the performance not in the immediate but two or three previous ones,cs.AI
667,"Artificial intelligence is a real driver of scientific and technological development with a difficult horizon to assess. This article aims to provide a concise review of this science and technology to somehow explain their current situation and future prospects. The article tries to analyze the various paradigms, trends, models and approaches for which has been discoursing artificial intelligence. To this end the symbolic current, the connectionist model of neural networks and the fuzzy cognitive maps are studied to then move on to analyze the socalled Computational Intelligence and the sub-symbolic current. From a chronological point of view two stages in the development of artificial intelligence are considered: the initial or mono block stage and the current stage of distributed artificial intelligence; the first led the expert systems of great practical use, and the second multi-agent systems. Several examples are included to easily understand the use and effectiveness of these systems and models. Finally, some details are given concerning the efforts being made to try to unify all existing approaches and a brief forecast is included.",artificial intelligence is a real driver of scientific and technological development with a difficult horizon to assess this article aims to provide a concise review of this science and technology to somehow explain their current situation and future prospects the article tries to analyze the various paradigms trends models and approaches for which has been discoursing artificial intelligence to this end the symbolic current the connectionist model of neural networks and the fuzzy cognitive maps are studied to then move on to analyze the socalled computational intelligence and the subsymbolic current from a chronological point of view two stages in the development of artificial intelligence are considered the initial or mono block stage and the current stage of distributed artificial intelligence the first led the expert systems of great practical use and the second multiagent systems several examples are included to easily understand the use and effectiveness of these systems and models finally some details are given concerning the efforts being made to try to unify all existing approaches and a brief forecast is included,cs.AI
668,"The automatic analysis of suicide data (texts) has become a challenge for the computational linguistics research field, increasingly, tools are needed to help reduce suicide rates, for example, by extracting the suicide causes in order to support their early detection. Linguistic aspects in Spanish texts, such as cue phrases or parts of speech, can help in this task. Therefore, this paper presents a computational approach to the extraction and analysis of suicide causes from news reports in Spanish. The automatic extraction of suicide causes is carried out through linguistic markers based on verbs, connectors, prepositions and conjunctions. On the other hand, the analysis of the suicides causes is performed in two approaches: a) an analysis focused on verbal and noun phrases, studying the presence of the negation; b) an analysis on the frequency about unigrams or bigrams of words. Both analyzes show promising and correlated results, which are useful for recognizing the suicide causes reported in Mexico in a given period. Finally, a corpus is obtained with a collection of 581 suicide causes.© 2019 Universidade do Minho. All rights reserved.",the automatic analysis of suicide data texts has become a challenge for the computational linguistics research field increasingly tools are needed to help reduce suicide rates for example by extracting the suicide causes in order to support their early detection linguistic aspects in spanish texts such as cue phrases or parts of speech can help in this task therefore this paper presents a computational approach to the extraction and analysis of suicide causes from news reports in spanish the automatic extraction of suicide causes is carried out through linguistic markers based on verbs connectors prepositions and conjunctions on the other hand the analysis of the suicides causes is performed in two approaches a an analysis focused on verbal and noun phrases studying the presence of the negation b an analysis on the frequency about unigrams or bigrams of words both analyzes show promising and correlated results which are useful for recognizing the suicide causes reported in mexico in a given period finally a corpus is obtained with a collection of suicide causes universidade do minho all rights reserved,cs.CL
669,"In this work is characterized the periodic behavior of the liquid level inside a scaled cold-model of the mold section of a steel continuous casting machine, which uses water as working fluid. The models are designed in order to simulate the dynamic forces acting on the molten steel inside a mold of continuous casting. The force magnitude can induce choppy flow, waves and vortex formation in the mold. The experimental model uses a closed-loop hydraulic configuration. In the mold, the inlet and the outlet water flow rates are the same. This configuration resembles a perfect control of the liquid level inside the water model. A high-speed video camera was used to get several video clips of the movement of the water level profile. Several techniques were tested in order to obtain the best lighting conditions for recording the water movement. The edge-detection technique of Sobel was used to determine the profile of the liquid level in each one of the images recorded. The analysis of the dynamic behavior of the water profile showed that the fluctuations of the liquid level inside the mold have a complex structure, which is repeated over large time periods.",in this work is characterized the periodic behavior of the liquid level inside a scaled coldmodel of the mold section of a steel continuous casting machine which uses water as working fluid the models are designed in order to simulate the dynamic forces acting on the molten steel inside a mold of continuous casting the force magnitude can induce choppy flow waves and vortex formation in the mold the experimental model uses a closedloop hydraulic configuration in the mold the inlet and the outlet water flow rates are the same this configuration resembles a perfect control of the liquid level inside the water model a highspeed video camera was used to get several video clips of the movement of the water level profile several techniques were tested in order to obtain the best lighting conditions for recording the water movement the edgedetection technique of sobel was used to determine the profile of the liquid level in each one of the images recorded the analysis of the dynamic behavior of the water profile showed that the fluctuations of the liquid level inside the mold have a complex structure which is repeated over large time periods,cs.SY
670,"A robust Font Recognition (OFR) is proposed in this work; this is based on the analysis of texture characteristics of document text using invariant moments (invariant to scale, rotation and translation). There is not need of explicit local analysis in our method since the central moments features are extracted as a global characteristic from each font. A printed text block with a unique font is suitable to provide the specific texture properties necessary for the process of recognition. The used fonts were: Courier, Arial, Bookman Old Style, Franklin Gothic Medium, Comic Sans, Impact, Modern and Times New Roman; and their respective styles: regular, italic, bold, italic with bold. The invariant moment technique is used in this study to extract the font characteristics by window size estimation; from an entry text set a data base was build for the learning stage, and then standard statistical classifiers were applied for the identification stage (combining Gaussian and KNN classifiers). We found that the invariant moments change significantly when the textures are rotated and scaled as digital images; good recognition rate was obtained in font recognition with noise.",a robust font recognition ofr is proposed in this work this is based on the analysis of texture characteristics of document text using invariant moments invariant to scale rotation and translation there is not need of explicit local analysis in our method since the central moments features are extracted as a global characteristic from each font a printed text block with a unique font is suitable to provide the specific texture properties necessary for the process of recognition the used fonts were courier arial bookman old style franklin gothic medium comic sans impact modern and times new roman and their respective styles regular italic bold italic with bold the invariant moment technique is used in this study to extract the font characteristics by window size estimation from an entry text set a data base was build for the learning stage and then standard statistical classifiers were applied for the identification stage combining gaussian and knn classifiers we found that the invariant moments change significantly when the textures are rotated and scaled as digital images good recognition rate was obtained in font recognition with noise,cs.CV
671,"Autonomous agents are an important area of research in the sense that they are proactive, and include: goal-directed and communication capabilities. Furthermore each goals of the agent are constantly changing in a dynamic environment. Part of the challenge is to automate the process corresponding to each agent in order that they find their own objectives. Agents do not have to work individually, but can work with others and develop a coordinated group of actions. These agents are highly appreciated, when real time problems are involved, meaning that an agent must be able to react within a specific time interval, considering external events. Our work focuses on the design of a multi-agent architecture consisting of autonomous agents capable of acting through a goal-directed with: a) constraints, b) real-time, and c) with incomplete knowledge of the environment. This paper shows a model of collaborative agents architecture that share a common knowledge source, allowing knowledge of the environment; where we analyze it and its changes, choosing the most promising way for achieving the goals of the agent, in order to keep the whole system working, even if a fault occurs.",autonomous agents are an important area of research in the sense that they are proactive and include goaldirected and communication capabilities furthermore each goals of the agent are constantly changing in a dynamic environment part of the challenge is to automate the process corresponding to each agent in order that they find their own objectives agents do not have to work individually but can work with others and develop a coordinated group of actions these agents are highly appreciated when real time problems are involved meaning that an agent must be able to react within a specific time interval considering external events our work focuses on the design of a multiagent architecture consisting of autonomous agents capable of acting through a goaldirected with a constraints b realtime and c with incomplete knowledge of the environment this paper shows a model of collaborative agents architecture that share a common knowledge source allowing knowledge of the environment where we analyze it and its changes choosing the most promising way for achieving the goals of the agent in order to keep the whole system working even if a fault occurs,cs.AI
672,"This article presents a method to design a splint from the MRI (Magnetic Resonance Imaging) of the dried fruit of a tropical plant called Luffa (Luffa cylindrica (L.) M. Roem), which shows the possibility of using synthetic forms in Nature to reproduce and apply them in the development of products, a concept known as bio-design. This fruit–similar to a cucumber-, when dried it becomes a fibrous and imbricated structure that confers interesting stiffness and lightness properties, which were used to design a splint for a human foot, different from the conventional plaster, through a reverse engineering process. Such structure was copied, with the help of a 7T MRI scanner (Magnetic Resonator of seven Tesla Varian). The images of the Luffa processed with the OSIRIX® and AMIRA® programs then converted to the STL (STereo Lithography) format for manipulated with CAD/CAM (Computer-Aided Design/Computer-Aided Manufacturing) programs. The results have been successful since it was possible to print by FDM (Fused Deposition Modeling) a scale model of the splint in ABS (Acrylonitrile butadiene styrene), from a module that extracted from the MRI, which tested in a model of a human foot.",this article presents a method to design a splint from the mri magnetic resonance imaging of the dried fruit of a tropical plant called luffa luffa cylindrica l m roem which shows the possibility of using synthetic forms in nature to reproduce and apply them in the development of products a concept known as biodesign this fruitsimilar to a cucumber when dried it becomes a fibrous and imbricated structure that confers interesting stiffness and lightness properties which were used to design a splint for a human foot different from the conventional plaster through a reverse engineering process such structure was copied with the help of a t mri scanner magnetic resonator of seven tesla varian the images of the luffa processed with the osirix and amira programs then converted to the stl stereo lithography format for manipulated with cadcam computeraided designcomputeraided manufacturing programs the results have been successful since it was possible to print by fdm fused deposition modeling a scale model of the splint in abs acrylonitrile butadiene styrene from a module that extracted from the mri which tested in a model of a human foot,cs.CV
673,"This work presents an evaluation of the predictive techniques decision trees using CART algorithm, Naıve Bayes Classifier, Gradient Boosting Machine and Support Vector Machine for predicting whether a student will successfully complete a programming course or not. Factors considered for prediction were university-entrance and personal criteria like entrance age, gender, scholarship, high school GPA, mark in admission exam and other related with student’s performance in a prerequisite introductory programming course. The predicted variable takes two values,‘Approved’or ‘Not Approved’, and the data record contains an unbalanced portion of the class’ Approved’. For the analysis were considered two data sets, unbalanced and balanced. Evaluation of algorithms was performed considering the concepts of accuracy and ROC area. Results show that accuracy is bigger for the unbalanced data set, but its ROC area was very poor. Using the balanced data set, results were more reliable because accuracy and ROC area are closer. Best results were obtained with Naıve Bayes and Support Vector Machine algorithms. The most important factor in the prediction was whether a student had a scholarship or not.",this work presents an evaluation of the predictive techniques decision trees using cart algorithm nave bayes classifier gradient boosting machine and support vector machine for predicting whether a student will successfully complete a programming course or not factors considered for prediction were universityentrance and personal criteria like entrance age gender scholarship high school gpa mark in admission exam and other related with students performance in a prerequisite introductory programming course the predicted variable takes two valuesapprovedor not approved and the data record contains an unbalanced portion of the class approved for the analysis were considered two data sets unbalanced and balanced evaluation of algorithms was performed considering the concepts of accuracy and roc area results show that accuracy is bigger for the unbalanced data set but its roc area was very poor using the balanced data set results were more reliable because accuracy and roc area are closer best results were obtained with nave bayes and support vector machine algorithms the most important factor in the prediction was whether a student had a scholarship or not,cs.LG
674,"This paper introduces SDWS (Semantic Description of Web Services), a Web tool which generates semantic descriptions from collections of Web services. The fundamental approach of SDWS consists of the integration of a set of ontological models for the representation of different Web service description languages and models. The main contributions of this proposal are (i) a general ontological model for the representation of Web services,(ii) a set of language-specific ontological models for the representation of different Web service descriptions implementations, and (iii) a set of software modules that automatically parse Web service descriptions and produce their respective ontological representation. The design of the generic service model incorporates the common elements that all service descriptions share: a service name, a set of operations, and input and output parameters; together with other important elements that semantic models define: preconditions and effects. Experimental results show that the automatic generation of semantic descriptions from public Web services is feasible and represents an important step towards the integration of a general semantic service registry.",this paper introduces sdws semantic description of web services a web tool which generates semantic descriptions from collections of web services the fundamental approach of sdws consists of the integration of a set of ontological models for the representation of different web service description languages and models the main contributions of this proposal are i a general ontological model for the representation of web servicesii a set of languagespecific ontological models for the representation of different web service descriptions implementations and iii a set of software modules that automatically parse web service descriptions and produce their respective ontological representation the design of the generic service model incorporates the common elements that all service descriptions share a service name a set of operations and input and output parameters together with other important elements that semantic models define preconditions and effects experimental results show that the automatic generation of semantic descriptions from public web services is feasible and represents an important step towards the integration of a general semantic service registry,cs.AI
675,"A question answering system that receives as input a question in Spanish and returns the answer is presented. Preguntas y Respuestas {questions and answers} (PryRe) has two main components: 1) An information retrieval component that identifies the meaning of the question using its semantic properties. This component transforms the question into a triplet: R (C, V), where R is the relation or link, C is the concept or main idea, and V is the value of the concept. Example: ¿Cuál es la hierba que mejora la digestión? {What is the herb that improves digestion?} becomes R(C, V) = mejora (hierba, digestión) {improves(herb, digestion)}. This component uses natural language processing modules; 2) a component that uses the triplet to carry out a query analysis on PryRe's ontology, to identify the answer, which in the example is Manzanilla {Chamomile}. This component performs the semantic identification of the question while traveling on parts of the ontology. Details of the PryRe system are given, as well as tests on herbalism and Coronavirus. It shows an acceptable accuracy (82%). Resources used in this work are (A) a notation used to describe ontologies, and (B) the deductive capability of PryRe.",a question answering system that receives as input a question in spanish and returns the answer is presented preguntas y respuestas questions and answers pryre has two main components an information retrieval component that identifies the meaning of the question using its semantic properties this component transforms the question into a triplet r c v where r is the relation or link c is the concept or main idea and v is the value of the concept example cul es la hierba que mejora la digestin what is the herb that improves digestion becomes rc v mejora hierba digestin improvesherb digestion this component uses natural language processing modules a component that uses the triplet to carry out a query analysis on pryres ontology to identify the answer which in the example is manzanilla chamomile this component performs the semantic identification of the question while traveling on parts of the ontology details of the pryre system are given as well as tests on herbalism and coronavirus it shows an acceptable accuracy resources used in this work are a a notation used to describe ontologies and b the deductive capability of pryre,cs.CL
676,"The results of experimental studies of fluctuations and transport in ECH plasmas in the ATF torsatron and the IMS stellarator are presented. In ATF, a variety of diagnostics have been used to measure turbulence amplitudes and spectral characteristics throughout the plasma. In the plasma core, density fluctuations with characteristics like those expected for drift waves (possibly connected with trapped electron effects) are seen. In the gradient region, the density fluctuation levels are consistent with those expected for resistive interchange turbulence. In the edge, fluctuations appear to be correlated with density gradients, and the fluctuation-induced particle flux and global particle confinement can be influenced by positive limiter biasing. In IMS, whose parameters model those in the edge of larger devices, two-dimensional (2-D) probe measurements show substantial poloidal variations in the fluctuation-induced particle flux that are most pronounced at the plasma edge; as in ATF, the particle flux can be reduced by positive limiter biasing. The 2-D probe measurements also show good agreement between the plasma poloidal flow velocities determined from the Reynolds stress and force balance.",the results of experimental studies of fluctuations and transport in ech plasmas in the atf torsatron and the ims stellarator are presented in atf a variety of diagnostics have been used to measure turbulence amplitudes and spectral characteristics throughout the plasma in the plasma core density fluctuations with characteristics like those expected for drift waves possibly connected with trapped electron effects are seen in the gradient region the density fluctuation levels are consistent with those expected for resistive interchange turbulence in the edge fluctuations appear to be correlated with density gradients and the fluctuationinduced particle flux and global particle confinement can be influenced by positive limiter biasing in ims whose parameters model those in the edge of larger devices twodimensional d probe measurements show substantial poloidal variations in the fluctuationinduced particle flux that are most pronounced at the plasma edge as in atf the particle flux can be reduced by positive limiter biasing the d probe measurements also show good agreement between the plasma poloidal flow velocities determined from the reynolds stress and force balance,cs.NA
677,"Among the main benefits of service-oriented architectures is the reutilization of software components that may solve specific tasks for complex problems, requiring the composition of multiple Web services. Currently Internet is largely populated with Web services offered by different providers and published in various Web repositories. However, public available Web services still suffer from problems that have been widely discussed, such as the lack of functional semantics. This lack of semantics makes very difficult the automatic discovery and invocation of public Web services, even when the system integrator can obtain a copy of the WSDL file. This paper describes an ontological approach for discovering similarity relations between public Web services. The objective of this work is to extract relevant data that is coded into service operations descriptions, calculate similarity measures between them, represent the discovered similarities in an ontological form, and execute inference. Experimental results show that the overall process towards the automation of public Web services discovery based on ontology population and structural similarity measures is feasible and can be completely automated.",among the main benefits of serviceoriented architectures is the reutilization of software components that may solve specific tasks for complex problems requiring the composition of multiple web services currently internet is largely populated with web services offered by different providers and published in various web repositories however public available web services still suffer from problems that have been widely discussed such as the lack of functional semantics this lack of semantics makes very difficult the automatic discovery and invocation of public web services even when the system integrator can obtain a copy of the wsdl file this paper describes an ontological approach for discovering similarity relations between public web services the objective of this work is to extract relevant data that is coded into service operations descriptions calculate similarity measures between them represent the discovered similarities in an ontological form and execute inference experimental results show that the overall process towards the automation of public web services discovery based on ontology population and structural similarity measures is feasible and can be completely automated,cs.AI
678,"A Web service composition is an interconnected set of multiple specialized Web service operations, which complement each other to offer an improved tool capable of solving more complex problems. Manual design and implementation of Web service compositions are among the most difficult and error prone tasks. To face this complexity and to reduce errors at design time, the developer can alternatively search and reuse existing compositions that have solved similar problems. Thus the problem of designing and implementing Web service compositions can be reduced to the problem of finding and selecting the composition closest to an initial specification. To achieve this goal, there is the need to define and use similarity measures to determine how close is a given composition with respect to any given specification. Comparison of Web service compositions can be done using two possible sources: composition designs (models), and execution logs of compositions. In particular, in this paper a set of similarity measures are described for Web service composition models. The main objective is to measure and assess the degree of closeness between two given compositions of Web services regardless of their modelling language.",a web service composition is an interconnected set of multiple specialized web service operations which complement each other to offer an improved tool capable of solving more complex problems manual design and implementation of web service compositions are among the most difficult and error prone tasks to face this complexity and to reduce errors at design time the developer can alternatively search and reuse existing compositions that have solved similar problems thus the problem of designing and implementing web service compositions can be reduced to the problem of finding and selecting the composition closest to an initial specification to achieve this goal there is the need to define and use similarity measures to determine how close is a given composition with respect to any given specification comparison of web service compositions can be done using two possible sources composition designs models and execution logs of compositions in particular in this paper a set of similarity measures are described for web service composition models the main objective is to measure and assess the degree of closeness between two given compositions of web services regardless of their modelling language,cs.AI
679,"Engineers make things, make things work, and make things work better and easier. This kind of knowledge is crucial for innovation, and much of the explicit knowledge developed by engineers is embodied in scientific publications. In this paper, we analyze the evolution of publications and citations in engineering in a middle-income country such as Mexico. Using a database of all Mexican publications in Web of Science from 2004 to 2017, we explore the characteristics of publications that tend to have the greatest impact; this is the highest number of citations. Among the variables studied are the type of collaboration (no collaboration, domestic, bilateral, or multilateral), the number of coauthors and countries, controlling for a coauthor from the USA, and the affiliation institution of the Mexican author(s). Our results emphasize the overall importance of joint international efforts and suggest that publications with the highest number of citations are those with multinational collaboration (coauthors from three or more countries) and when one of the coauthors is from the USA. Another interesting result is that single-authored papers have had a higher impact than those written through domestic collaboration.",engineers make things make things work and make things work better and easier this kind of knowledge is crucial for innovation and much of the explicit knowledge developed by engineers is embodied in scientific publications in this paper we analyze the evolution of publications and citations in engineering in a middleincome country such as mexico using a database of all mexican publications in web of science from to we explore the characteristics of publications that tend to have the greatest impact this is the highest number of citations among the variables studied are the type of collaboration no collaboration domestic bilateral or multilateral the number of coauthors and countries controlling for a coauthor from the usa and the affiliation institution of the mexican authors our results emphasize the overall importance of joint international efforts and suggest that publications with the highest number of citations are those with multinational collaboration coauthors from three or more countries and when one of the coauthors is from the usa another interesting result is that singleauthored papers have had a higher impact than those written through domestic collaboration,cs.CL
680,"Information Technologies have generated large amounts of documents available for analysis and use. Information systems can provide the user with the necessary data for a specific purpose without human intervention, saving time in providing the response expected by the user. Some traditional models of topic discovery provide essential information in the literature, but it is still necessary to incorporate the knowledge that a person can use when reading a document. In this work, an analysis of the behavior of the techniques of Latent Dirichlet Analysis, Latent Semantic Analysis, and Probabilistic Latent Semantic Analysis is carried out incorporating the semantic relationships of the type hypernym, hyponym, synonymy, holonymy, and meronymy extracted from an external source of knowledge as WordNet. In order to improve the results obtained by applying the three mentioned techniques in a set of documents without adding external knowledge. Compared to the initial results, our experimental results improved when incorporating semantic relationships, such as hypernyms and synonyms. The best result was obtained when using the Lesk algorithm for word sense disambiguation and subsequently applying Latent Dirichlet Analysis.",information technologies have generated large amounts of documents available for analysis and use information systems can provide the user with the necessary data for a specific purpose without human intervention saving time in providing the response expected by the user some traditional models of topic discovery provide essential information in the literature but it is still necessary to incorporate the knowledge that a person can use when reading a document in this work an analysis of the behavior of the techniques of latent dirichlet analysis latent semantic analysis and probabilistic latent semantic analysis is carried out incorporating the semantic relationships of the type hypernym hyponym synonymy holonymy and meronymy extracted from an external source of knowledge as wordnet in order to improve the results obtained by applying the three mentioned techniques in a set of documents without adding external knowledge compared to the initial results our experimental results improved when incorporating semantic relationships such as hypernyms and synonyms the best result was obtained when using the lesk algorithm for word sense disambiguation and subsequently applying latent dirichlet analysis,cs.CL
681,"Motivated by the importance of studying the relationship between habits of students and their academic performance, daily activities of undergraduate participants have been tracked with smartwatches and smartphones. Smartwatches collect data together with an Android application that interacts with the users who provide the labeling of their own activities. The tracked activities include eating, running, sleeping, classroom-session, exam, job, homework, transportation, watching TV-Series, and reading. The collected data were stored in a server for activity recognition with supervised machine learning algorithms. The methodology for the concept proof includes the extraction of features with the discrete wavelet transform from gyroscope and accelerometer signals to improve the classification accuracy. The results of activity recognition with Random Forest were satisfactory (86.9%) and support the relationship between smartwatch sensor signals and daily-living activities of students which opens the possibility for developing future experiments with automatic activity-labeling, and so forth to facilitate activity pattern recognition to propose a recommendation system to enhance the academic performance of each student.",motivated by the importance of studying the relationship between habits of students and their academic performance daily activities of undergraduate participants have been tracked with smartwatches and smartphones smartwatches collect data together with an android application that interacts with the users who provide the labeling of their own activities the tracked activities include eating running sleeping classroomsession exam job homework transportation watching tvseries and reading the collected data were stored in a server for activity recognition with supervised machine learning algorithms the methodology for the concept proof includes the extraction of features with the discrete wavelet transform from gyroscope and accelerometer signals to improve the classification accuracy the results of activity recognition with random forest were satisfactory and support the relationship between smartwatch sensor signals and dailyliving activities of students which opens the possibility for developing future experiments with automatic activitylabeling and so forth to facilitate activity pattern recognition to propose a recommendation system to enhance the academic performance of each student,cs.LG
